"Id","Name","Id bioguide","Id govtrack","Id icpsr","Id wikipedia","Id wikidata","Id google entity id","Name first","Name last","Bio birthday","Bio gender","Id house history","Name middle","Name nickname","Id ballotpedia","Name suffix","Id bioguide previous","Id house history alternate","Other names","Id thomas","Id cspan","Id votesmart","Id lis","Name official full","Id opensecrets","Id fec","Id maplight","Leadership roles","Family"
"H000672","Charles Hodges","H000672","405526","4478","Charles D. Hodges","Q5076653","kg:/m/02rk92f","Charles","Hodges","1810-02-04","M","15116","Drury","","","","","","","","","","","","","","","",""
"H000774","George Hopkins","H000774","405624","4568","George Washington Hopkins","Q1508539","kg:/m/0282qrt","George","Hopkins","1804-02-22","M","15243","Washington","","","","","","","","","","","","","","","",""
"H000923","James Hughes","H000923","405768","4701","James Hughes (representative)","Q1680588","kg:/m/02wwx44","James","Hughes","1823-11-24","M","15423","","","","","","","","","","","","","","","","",""
"H001020","John Huyler","H001020","405857","4784","John Huyler","Q1700543","kg:/m/02x4075","John","Huyler","1808-04-09","M","15541","","","","","","","","","","","","","","","","",""
"J000106","Joshua Jewett","J000106","406008","4933","Joshua Jewett","Q1708577","kg:/m/02rdr1l","Joshua","Jewett","1815-09-30","M","15826","Husband","","","","","","","","","","","","","","","",""
"J000222","George Jones","J000222","406116","5033","George Washington Jones (Tennessee politician)","Q733128","kg:/m/0ckh6p","George","Jones","1806-03-15","M","15974","Washington","","","","","","","","","","","","","","","",""
"J000234","Jehu Jones","J000234","406127","5044","Jehu Glancy Jones","Q6176514","kg:/m/0kt226","Jehu","Jones","1811-10-07","M","15987","Glancy","","","","","","","","","","","","","","","",""
"J000245","Owen Jones","J000245","406138","5055","Owen Jones (American politician)","Q7114530","kg:/m/026dms6","Owen","Jones","1819-12-29","M","16003","","","","","","","","","","","","","","","","",""
"K000051","William Keim","K000051","406221","5129","William High Keim","Q8012331","kg:/m/026dnqg","William","Keim","1813-06-13","M","16144","High","","","","","","","","","","","","","","","",""
"K000075","John Kelly","K000075","406245","5153","John Kelly (New York politician)","Q612955","kg:/m/08n343","John","Kelly","1822-04-20","M","16173","","","","","","","","","","","","","","","","",""
"K000103","Anthony Kennedy","K000103","406271","5177","Anthony Kennedy (Maryland politician)","Q369039","kg:/m/05r48d","Anthony","Kennedy","1810-12-21","M","","","","","","","","","","","","","","","","","",""
"K000211","Preston King","K000211","406371","5269","Preston King (politician)","Q13218125","kg:/m/05l8gn","Preston","King","1806-10-14","M","16340","","","","","","","","","","","","","","","","",""
"K000219","William Kingsbury","K000219","406379","","William W. Kingsbury","Q1552171","kg:/m/0h18nn","William","Kingsbury","1828-06-04","M","16352","Wallace","","","","","","","","","","","","","","","",""
"K000280","Chauncey Knapp","K000280","406437","5332","Chauncey L. Knapp","Q1068406","kg:/m/02rhdml","Chauncey","Knapp","1809-02-26","M","16431","Langdon","","","","","","","","","","","","","","","",""
"K000340","John Kunkel","K000340","406493","5376","John Christian Kunkel","Q6226023","kg:/m/0f8dm4","John","Kunkel","1816-09-18","M","16511","Christian","","","","","","","","","","","","","","","",""
"L000056","James Landy","L000056","406565","5438","James Landy","Q6137753","kg:/m/026dm4m","James","Landy","1813-10-13","M","16655","","","","","","","","","","","","","","","","",""
"L000141","William Lawrence","L000141","406645","5517","William Lawrence (Ohio Democrat)","Q13219439","kg:/m/06y1gl","William","Lawrence","1814-09-02","M","16773","","","","","","","","","","","","","","","","",""
"L000231","Paul Leidy","L000231","406734","5596","Paul Leidy","Q7152004","kg:/m/026dm6b","Paul","Leidy","1813-11-13","M","16879","","","","","","","","","","","","","","","","",""
"L000236","Benjamin Leiter","L000236","406739","5601","Benjamin F. Leiter","Q4888550","kg:/m/02r0xbs","Benjamin","Leiter","1813-10-13","M","16885","Franklin","","","","","","","","","","","","","","","",""
"L000256","John Letcher","L000256","406759","5621","John Letcher","Q880385","kg:/m/052lzq","John","Letcher","1813-03-29","M","16911","","","","","","","","","","","","","","","","",""
"L000390","James Lockhart","L000390","406882","5735","James Lockhart (Indiana politician)","Q1613865","kg:/m/02w5jyc","James","Lockhart","1806-02-13","M","17077","","","","","","","","","","","","","","","","",""
"M000084","Stephen Mallory","M000084","412161","5942","Stephen Mallory","Q594906","kg:/m/023dgz","Stephen","Mallory","","M","","Russell","","","","","","","","","","","","","","","",""
"M000154","Humphrey Marshall","M000154","407177","6001","Humphrey Marshall (general)","Q548975","kg:/m/0f9xw0","Humphrey","Marshall","1812-01-13","M","17514","","","","","","","","","","","","","","","","",""
"M000216","James Mason","M000216","407234","6053","James Murray Mason","Q167795","kg:/m/06b145","James","Mason","1798-11-03","M","17590","Murray","","","","","","","","","","","","","","","",""
"M000218","John Mason","M000218","407236","6055","John Calvin Mason","Q137745","kg:/m/02rhjwf","John","Mason","1802-08-04","M","17592","Calvin","","","","","","","","","","","","","","","",""
"M000251","Orsamus Matteson","M000251","407269","6082","Orsamus B. Matteson","Q7104120","kg:/m/02rkv60","Orsamus","Matteson","1805-08-28","M","17634","Benajah","","","","","","","","","","","","","","","",""
"M000514","Joseph McKibbin","M000514","407508","6305","Joseph C. McKibbin","Q1706715","kg:/m/0h1ykf","Joseph","McKibbin","1824-05-14","M","17969","Chambers","","","","","","","","","","","","","","","",""
"M000743","Joseph Miller","M000743","407722","6497","Joseph Miller (Ohio politician)","Q6285561","kg:/m/02rm25n","Joseph","Miller","1819-09-09","M","18259","","","","","","","","","","","","","","","","",""
"M000868","John Montgomery","M000868","407841","6604","John Gallagher Montgomery","Q6234747","kg:/m/057qfd","John","Montgomery","1805-06-27","M","18424","Gallagher","","","","","","","","","","","","","","","",""
"M000948","Edwin Morgan","M000948","407916","6676","Edwin B. Morgan","Q5346231","kg:/m/0f3l8s","Edwin","Morgan","1806-05-02","M","18520","Barber","","","","","","","","","","","","","","","",""
"M000996","James Morrison","M000996","407964","6722","James L. D. Morrison","Q6137541","kg:/m/02rkb4t","James","Morrison","1816-04-12","M","18575","Lowery Donaldson","","","","","","","","","","","","","","","",""
"M001013","Oliver Morse","M001013","407980","6737","Oliver A. Morse","Q7087376","kg:/m/02rkv3m","Oliver","Morse","1815-03-26","M","18595","Andrew","","","","","","","","","","","","","","","",""
"M001042","Richard Mott","M001042","408009","6763","Richard Mott","Q2150237","kg:/m/02rm2tl","Richard","Mott","1804-07-21","M","18631","","","","","","","","","","","","","","","","",""
"M001105","Ambrose Murray","M001105","408069","6817","Ambrose S. Murray","Q459314","kg:/m/02rkm45","Ambrose","Murray","1807-11-27","M","18707","Spencer","","","","","","","","","","","","","","","",""
"N000093","Matthias Nichols","N000093","408178","6920","Matthias H. Nichols","Q6791552","kg:/m/02rm2gy","Matthias","Nichols","1824-10-03","M","18948","H.","","","","","","","","","","","","","","","",""
"N000162","Amos Nourse","N000162","408243","6980","Amos Nourse","Q474290","kg:/m/0bnx0v","Amos","Nourse","1794-12-17","M","","","","","","","","","","","","","","","","","",""
"O000104","James Orr","O000104","408361","7087","James Lawrence Orr","Q361708","kg:/m/038zrs","James","Orr","1822-05-12","M","19194","Lawrence","","","","","","","","","","","","","","","",""
"P000064","John Parker","P000064","408474","7198","John M. Parker (New York politician)","Q6245905","kg:/m/0fz6wq","John","Parker","1805-06-14","M","19353","Mason","","","","","","","","","","","","","","","",""
"P000301","William Phelps","P000301","408701","7406","William Wallace Phelps","Q2580960","kg:/m/0dnf45","William","Phelps","1826-06-01","M","19647","Wallace","","","","","","","","","","","","","","","",""
"P000308","Henry Phillips","P000308","408708","7413","Henry Myer Phillips","Q5726187","kg:/m/026dmxb","Henry","Phillips","1811-06-30","M","19656","Myer","","","","","","","","","","","","","","","",""
"P000347","James Pike","P000347","408744","7449","James Pike (politician)","Q1680988","kg:/m/02rhjfb","James","Pike","1818-11-10","M","19709","","","","","","","","","","","","","","","","",""
"P000411","Trusten Polk","P000411","408804","7509","Trusten Polk","Q377459","kg:/m/07tcrh","Trusten","Polk","1811-05-29","M","","","","","","","","","","","","","","","","","",""
"P000483","Paulus Powell","P000483","408868","7574","Paulus Powell","Q2064243","kg:/m/0287wfc","Paulus","Powell","","M","19878","","","","","","","","","","","","","","","","",""
"P000576","Samuel Purviance","P000576","408959","7657","Samuel Anderson Purviance","Q7410768","kg:/m/026dp4z","Samuel","Purviance","1809-01-10","M","19996","Anderson","","","","","","","","","","","","","","","",""
"Q000022","John Quitman","Q000022","408984","7681","John A. Quitman","Q441838","kg:/m/01j67z","John","Quitman","1798-09-01","M","20070","Anthony","","","","","","","","","","","","","","","",""
"R000097","Charles Ready","R000097","409077","7768","Charles Ready","Q1065880","kg:/m/0d9v5w","Charles","Ready","1802-12-22","M","20202","","","","","","","","","","","","","","","","",""
"R000157","Wilson Reilly","R000157","409134","7818","Wilson Reilly","Q8023183","kg:/m/026dn69","Wilson","Reilly","1811-08-08","M","20279","","","","","","","","","","","","","","","","",""
"R000192","James Ricaud","R000192","409168","7848","James Barroll Ricaud","Q724992","kg:/m/0ghhnl","James","Ricaud","1808-02-11","M","20324","Barroll","","","","","","","","","","","","","","","",""
"R000273","David Ritchie","R000273","409247","7919","David Ritchie (politician)","Q5239082","kg:/m/026dn_2","David","Ritchie","1812-08-19","M","20423","","","","","","","","","","","","","","","","",""
"R000300","George Robbins","R000300","409272","7943","George R. Robbins","Q1277199","kg:/m/02z1552","George","Robbins","1808-09-24","M","20457","Robbins","","","","","","","","","","","","","","","",""
"R000304","Anthony Roberts","R000304","409276","7947","Anthony Ellmaker Roberts","Q4772454","kg:/m/09tdpp","Anthony","Roberts","1803-10-29","M","20462","Ellmaker","","","","","","","","","","","","","","","",""
"R000542","William Russell","R000542","409499","8144","William Fiero Russell","Q2114867","kg:/m/02rkxzg","William","Russell","1812-01-14","M","20750","Fiero","","","","","","","","","","","","","","","",""
"S000042","John Sandidge","S000042","409558","8204","John M. Sandidge","Q1551051","kg:/m/02rv9hk","John","Sandidge","1817-01-07","M","21183","Milton","","","","","","","","","","","","","","","",""
"S000083","John Savage","S000083","409595","8232","John Houston Savage","Q239149","kg:/m/0dc2yr","John","Savage","1815-10-09","M","21237","Houston","","","","","","","","","","","","","","","",""
"S000209","John Searing","S000209","409714","8333","John A. Searing","Q111610","kg:/m/02rkr_b","John","Searing","1805-05-14","M","21395","Alexander","","","","","","","","","","","","","","","",""
"S000260","James Seward","S000260","409761","8377","James Lindsay Seward","Q1680706","kg:/m/0270hbl","James","Seward","1813-10-30","M","21458","Lindsay","","","","","","","","","","","","","","","",""
"S000308","Henry Shaw","S000308","409806","8419","Henry Marchmore Shaw","Q1607013","kg:/m/0bplqb","Henry","Shaw","1819-11-20","M","21518","Marchmore","","","","","","","","","","","","","","","",""
"S000347","Judson Sherman","S000347","409843","8455","Judson W. Sherman","Q6304277","kg:/m/02rktcb","Judson","Sherman","","M","21570","W.","","","","","","","","","","","","","","","",""
"S000379","Eli Shorter","S000379","409873","8486","Eli Sims Shorter","Q1328857","kg:/m/02rk1kg","Eli","Shorter","1823-03-15","M","21608","Sims","","","","","","","","","","","","","","","",""
"S000417","James Simmons","S000417","409911","8516","James F. Simmons","Q1680364","kg:/m/0d07cz","James","Simmons","1795-09-10","M","","Fowler","","","","","","","","","","","","","","","",""
"S000604","Robert Smith","S000604","410082","8677","Robert Smith (Illinois politician)","Q4120842","kg:/m/02rl167","Robert","Smith","1802-06-12","M","21880","","","","","","","","","","","","","","","","",""
"S000612","Samuel Smith","S000612","410088","8682","Samuel Axley Smith","Q544519","kg:/m/0dc3s4","Samuel","Smith","1822-06-26","M","21891","Axley","","","","","","","","","","","","","","","",""
"T000020","Albert Talbott","T000020","410610","9162","Albert G. Talbott","Q2637995","kg:/m/02qft5z","Albert","Talbott","1808-04-04","M","22656","Gallatin","","","","","","","","","","","","","","","",""
"T000077","George Taylor","T000077","410661","9208","George Taylor (New York Representative)","Q211808","kg:/m/02rlcd1","George","Taylor","1820-10-19","M","22730","","","","","","","","","","","","","","","","",""
"T000207","John Thompson","T000207","410786","9329","John Thompson (1809–90)","Q868832","kg:/m/02rqbv4","John","Thompson","1809-07-04","M","22885","","","","","","","","","","","","","","","","",""
"T000231","John Thomson","T000231","410810","9352","John Renshaw Thomson","Q200884","kg:/m/0b21g2","John","Thomson","1800-09-25","M","","Renshaw","","","","","","","","","","","","","","","",""
"T000379","Robert Trippe","T000379","410948","9479","Robert Pleasant Trippe","Q2158506","kg:/m/0275cl4","Robert","Trippe","1819-12-21","M","23097","Pleasant","","","","","","","","","","","","","","","",""
"U000016","Warner Underwood","U000016","411039","9562","Warner Underwood","Q368932","kg:/m/02rj_3d","Warner","Underwood","1808-08-07","M","20849","Lewis","","","","","","","","","","","","","","","",""
"W000029","David Walbridge","W000029","411208","9721","David S. Walbridge","Q1176473","kg:/m/027m1w5","David","Walbridge","1802-07-30","M","23253","Safford","","","","","","","","","","","","","","","",""
"W000163","Edward Warren","W000163","411336","9841","Edward A. Warren","Q1291496","kg:/m/02rhfhf","Edward","Warren","1818-05-02","M","23405","Allen","","","","","","","","","","","","","","","",""
"W000189","Albert Watkins","W000189","411361","9864","Albert Galiton Watkins","Q2637997","kg:/m/0d9sh4","Albert","Watkins","1818-05-05","M","23440","Galiton","","","","","","","","","","","","","","","",""
"W000355","Allison White","W000355","411517","10009","Allison White","Q4732843","kg:/m/026dn4y","Allison","White","1816-12-21","M","23638","","","","","","","","","","","","","","","","",""
"W000698","John Wood","W000698","411850","10328","John M. Wood","Q1590217","kg:/m/02rtgrl","John","Wood","1813-11-17","M","24049","M.","","","","","","","","","","","","","","","",""
"W000746","Jacob Wortendyke","W000746","411895","10375","Jacob R. Wortendyke","Q1677615","kg:/m/02z16sp","Jacob","Wortendyke","1818-11-27","M","24107","Reynier","","","","","","","","","","","","","","","",""
"W000755","Augustus Wright","W000755","411904","10383","Augustus Romaldus Wright","Q770613","kg:/m/0gk970","Augustus","Wright","1813-06-16","M","24117","Romaldus","","","","","","","","","","","","","","","",""
"Z000012","Felix Zollicoffer","Z000012","412005","10470","Felix Zollicoffer","Q1403915","kg:/m/06_tcd","Felix","Zollicoffer","1812-05-19","M","21126","Kirk","","","","","","","","","","","","","","","",""
"C000348","James Chesnut","C000348","402487","1686","James Chesnut Jr.","Q1680158","kg:/m/09lvq5","James","Chesnut","1815-01-18","M","","","","","Jr.","","","","","","","","","","","","",""
